taxid	count	name	rank	superkindom	phylum	class	order	family	genus	species
10497	17	African swine fever virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	Asfarviridae	Asfivirus	African swine fever virus
2049444	9	Gammapapillomavirus sp.	species	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus sp.
230604	8	Extra small virus	no rank	Viruses				Sarthroviridae	Macronovirus	Macrobrachium satellite virus 1
122928	4	Norovirus GI	clade	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus
1493511	4	Synechococcus phage ACG-2014f	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Atlauavirus	Synechococcus virus AC2014fSyn7803C8
1985726	4	Klebsiella virus KP32	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Przondovirus	Klebsiella virus KP32
122929	3	Norovirus GII	clade	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus
1278402	3	Cyanophage S-RIM12	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Brizovirus	Cyanophage S-RIM12
1493508	3	Synechococcus phage ACG-2014b	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nereusvirus	Synechococcus virus ACG2014bSyn7803C61
2054610	3	Rodent Torque teno virus 3	no rank	Viruses				Anelloviridae	Wawtorquevirus	Torque teno rodent virus 2
2292426	3	Blackcurrant leafroll-associated virus 1	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Blackcurrant leafroll-associated virus 1
2304480	3	Culex Iflavi-like virus 4	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae		Culex Iflavi-like virus 4
262897	3	Norovirus GIV	clade	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus
96892	3	Nanovirus-like particle	species	Viruses				Alphasatellitidae		Nanovirus-like particle
10679	2	Escherichia virus P2	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Peduovirus	Escherichia virus P2
10717	2	Bacillus phage phi105	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Spizizenvirus	Bacillus virus phi105
10759	2	Enterobacteria phage T3	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teetrevirus	Escherichia virus T3
108098	2	Human mastadenovirus B	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B
11082	2	West Nile virus	species	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	West Nile virus
11120	2	Infectious bronchitis virus	no rank	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Gammacoronavirus	Avian coronavirus
11138	2	Murine hepatitis virus	no rank	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Murine coronavirus
11250	2	Human orthopneumovirus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Human orthopneumovirus
11269	2	Marburg marburgvirus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Marburgvirus	Marburg marburgvirus
11277	2	Vesicular stomatitis Indiana virus	no rank	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Vesiculovirus	Indiana vesiculovirus
114777	2	Natrialba phage PhiCh1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Myohalovirus	Natrialba virus PhiCh1
117198	2	Rhynchosia golden mosaic virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Rhynchosia golden mosaic virus
129875	2	Human mastadenovirus A	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A
129956	2	Murine mastadenovirus A	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Murine mastadenovirus A
130310	2	Human mastadenovirus D	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D
130328	2	Duck atadenovirus A	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Atadenovirus	Duck atadenovirus A
1330521	2	Enterovirus J	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus J
135246	2	Trocara virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Trocara virus
1458851	2	Enterococcus phage VD13	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Saphexavirus	Enterococcus virus VD13
1508220	2	Bat coronavirus	species	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae		Bat coronavirus
1508228	2	Wencheng Sm shrew coronavirus	species	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Wencheng Sm shrew coronavirus
1541887	2	Salmonella virus Chi	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Chivirus	Salmonella virus Chi
1592118	2	Odonata-associated circular virus-18	species	Viruses						Odonata-associated circular virus-18
1714377	2	Bottlenose dolphin adenovirus 1	serotype	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Dolphin mastadenovirus B
1734441	2	Rat arterivirus 1	no rank	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae	Betaarterivirus	Betaarterivirus chinrav 1
1806636	2	Rodent arterivirus	species	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae		Rodent arterivirus
1843761	2	Sewage associated gemycircularvirus 3	no rank	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykibivirus	Gemykibivirus sewopo1
1868660	2	uncultured Mediterranean phage	species	Viruses						uncultured Mediterranean phage
1883365	2	Synechococcus phage S-CAM22	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae		Synechococcus phage S-CAM22
190061	2	Fowl aviadenovirus A	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Fowl aviadenovirus A
190064	2	Fowl aviadenovirus D	species	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Fowl aviadenovirus D
1920748	2	NL63-related bat coronavirus	no rank	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	NL63-related bat coronavirus strain BtKYNL63-9b
1920999	2	Escherichia virus KP26	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Rogunavirus	Escherichia virus KP26
2022475	2	Grapevine virus G	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Vitivirus	Grapevine virus G
2027243	2	Leviviridae sp.	species	Viruses	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae		Leviviridae sp.
2054611	2	Rodent Torque teno virus 4	species	Viruses				Anelloviridae		Rodent Torque teno virus 4
2077298	2	Cattle blood-associated circovirus-like virus	no rank	Viruses	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porprismacovirus bovas2
2079601	2	Red-crowned crane parvovirus	no rank	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Aveparvovirus	Gruiform aveparvovirus 1
2100421	2	uncultured Caudovirales phage	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales			uncultured Caudovirales phage
2161876	2	Coconut foliar decay alphasatellite 3	species	Viruses				Alphasatellitidae	Kobbarisatellite	Coconut foliar decay alphasatellite 3
2212563	2	CrAssphage sp.	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae		CrAssphage sp.
223252	2	Cotton leaf curl Multan virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Cotton leaf curl Multan virus
2304514	2	Culex circovirus-like virus	no rank	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Mosquito associated circovirus 1
2340909	2	Bovine serum-associated circular virus	species	Viruses						Bovine serum-associated circular virus
2764087	2	gallivirus A1	no rank	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Gallivirus	Gallivirus A
31754	2	Lactococcus phage BK5-T	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Sandinevirus	Lactococcus virus BK5T
344021	2	Escherichia phage K1F	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Kayfunavirus	Escherichia virus K1F
445435	2	Asparagus virus 3	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Potexvirus	Asparagus virus 3
44560	2	Ageratum yellow vein virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Ageratum yellow vein virus
47680	2	Tree shrew adenovirus 1	serotype	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Tree shrew mastadenovirus A
518829	2	Okra leaf curl alphasatellite	species	Viruses				Alphasatellitidae		Okra leaf curl alphasatellite
59304	2	Una virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Una virus
619631	2	Pedilanthus leaf curl virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Pedilanthus leaf curl virus
64320	2	Zika virus	species	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus
754059	2	Synechococcus phage S-CBP4	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Poseidonvirus	Synechococcus virus SCBP4
756276	2	Synechococcus phage S-CBP3	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Lirvirus	Synechococcus virus SCBP3
764348	2	Magnaporthe oryzae chrysovirus 1	species	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Magnaporthe oryzae chrysovirus 1
96029	2	Yellow head virus	species	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Roniviridae	Okavirus	Yellow head virus
1000373	1	Rosellinia necatrix quadrivirus 1	species	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Quadriviridae	Quadrivirus	Rosellinia necatrix quadrivirus 1
1000646	1	Echarate virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus	Echarate phlebovirus
1000664	1	Chilli leaf curl Vellanad virus [India/Vellanad/2008]	no rank	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Chilli leaf curl Vellanad virus
1000665	1	Chilli leaf curl Kanpur virus [India/Kanpur/2008]	no rank	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Chilli leaf curl Kanpur virus
1000690	1	Tomato leaf curl Joydebpur betasatellite [India/Jaunpur/Chilli/2007]	no rank	Viruses				Tolecusatellitidae	Betasatellite	Chili leaf curl Jaunpur betasatellite
1001080	1	Rockport virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Rockport orthohantavirus
1001341	1	Vernonia yellow vein Fujian virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Vernonia yellow vein Fujian virus
1001533	1	Bos taurus papillomavirus 7	serotype	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoxipapillomavirus	Dyoxipapillomavirus 1
100217	1	Epizootic haematopoietic necrosis virus	species	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Epizootic haematopoietic necrosis virus
100220	1	Bohle iridovirus	no rank	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Frog virus 3
1002273	1	Avian gyrovirus 2	no rank	Viruses				Anelloviridae	Gyrovirus	Gyrovirus galga1
1002359	1	Drosophila ananassae sigmavirus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Sigmavirus	Drosophila ananassae sigmavirus
1002360	1	Drosophila immigrans sigmavirus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Sigmavirus	Drosophila immigrans sigmavirus
1002361	1	Drosophila tristis sigmavirus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Sigmavirus	Drosophila tristis sigmavirus
1002362	1	Muscina stabulans sigmavirus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Sigmavirus	Muscina stabulans sigmavirus
1002681	1	Sida golden mosaic Lara virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Sida golden mosaic Lara virus
1002724	1	Shigella virus Shfl1	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus Shfl1
1002725	1	Shigella phage Shfl2	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tequatrovirus	Shigella virus Shfl2
1002918	1	Simian sapelovirus 1	no rank	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Sapelovirus	Sapelovirus B
1002921	1	Porcine sapelovirus 1	no rank	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Sapelovirus	Sapelovirus A
1003177	1	Vibrio phage qdvp001	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae		Vibrio phage qdvp001
1003835	1	Severe fever with thrombocytopenia syndrome virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Bandavirus	Dabie bandavirus
1003891	1	Hardenbergia virus A	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Divavirus	Hardenbergia virus A
1004049	1	Spissistilus festinus reovirus	species	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae		Spissistilus festinus reovirus
1004889	1	Maldonado virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus	Maldonado phlebovirus
1005056	1	Salmonella virus iEPS5	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Chivirus	Salmonella virus iEPS5
1006061	1	Duck hepatitis A virus 1	no rank	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Avihepatovirus	Avihepatovirus A
1006583	1	Aguacate virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus	Aguacate phlebovirus
1006585	1	Durania virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus	Durania phlebovirus
1006586	1	Ixcanal virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus	Ixcanal phlebovirus
1006972	1	Campylobacter virus IBB35	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Firehammervirus	Campylobacter virus IBB35
1007127	1	Staphylococcus phage Sb1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus Sb1
100755	1	Sweet potato leaf curl virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Sweet potato leaf curl virus
100785	1	Tomato chlorotic dwarf viroid	species	Viruses				Pospiviroidae	Pospiviroid	Tomato chlorotic dwarf viroid
1007869	1	Rhodococcus phage E3	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae		Rhodococcus phage E3
1008292	1	Trichomonas vaginalis virus 4	species	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Trichomonasvirus	Trichomonas vaginalis virus 4
100887	1	Soil-borne cereal mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Soil-borne cereal mosaic virus
1010614	1	Staphylococcus phage S24-1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Rountreeviridae	Rosenblumvirus	Staphylococcus virus S24-1
1010616	1	Tomato blistering mosaic virus	no rank	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Tymovirus	Tomato blistering mosaic tymovirus
1010668	1	Murre virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Uukuvirus	Murre uukuvirus
101281	1	Tuberose mild mosaic virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Tuberose mild mosaic virus
101570	1	Enterobacteria phage ES18	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Enterobacteria phage ES18
1016852	1	Banana streak CA virus	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak CA virus
1016853	1	Banana streak IM virus	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak IM virus
1016854	1	Banana streak UA virus	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UA virus
1016855	1	Banana streak UI virus	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UI virus
1016856	1	Banana streak UL virus	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UL virus
1016857	1	Banana streak UM virus	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UM virus
1016879	1	Cutthroat trout virus	no rank	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Piscihepevirus	Piscihepevirus A
101688	1	Apple latent spherical virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Cheravirus	Apple latent spherical virus
101764	1	Aconitum latent virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Aconitum latent virus
101850	1	Thysanoplusia orichalcea nucleopolyhedrovirus	species	Viruses		Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Thysanoplusia orichalcea nucleopolyhedrovirus
10243	1	Cowpox virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox virus
10245	1	Vaccinia virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia virus
10255	1	Variola virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus
10256	1	Raccoonpox virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Raccoonpox virus
10258	1	Orf virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Orf virus
10261	1	Fowlpox virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus
10264	1	Pigeonpox virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Pigeonpox virus
10266	1	Sheeppox virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Capripoxvirus	Sheeppox virus
1026955	1	Synechococcus phage S-CRM01	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae		Synechococcus phage S-CRM01
10271	1	Rabbit fibroma virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Leporipoxvirus	Rabbit fibroma virus
1027232	1	Groundnut ringspot and Tomato chlorotic spot virus reassortant	species	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Tospoviridae		Groundnut ringspot and Tomato chlorotic spot virus reassortant
1027244	1	Bovine astrovirus B170/HK	species	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Bovine astrovirus B170/HK
1027245	1	Bovine astrovirus B18/HK	species	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Bovine astrovirus B18/HK
1027247	1	Bovine astrovirus B76-2/HK	species	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Bovine astrovirus B76-2/HK
1027248	1	Bovine astrovirus B76/HK	species	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Bovine astrovirus B76/HK
1027253	1	Stenotrophomonas phage phiSHP2	species	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae		Stenotrophomonas phage phiSHP2
10273	1	Myxoma virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Leporipoxvirus	Myxoma virus
1027468	1	Farmington virus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae		Farmington virus
10276	1	Swinepox virus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Suipoxvirus	Swinepox virus
1027869	1	Switchgrass mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Marafivirus	Switchgrass mosaic virus
1027880	1	Asclepias asymptomatic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Tymovirus	Asclepias asymptomatic virus
1027947	1	Macrobrachium rosenbergii Taihu virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae		Macrobrachium rosenbergii Taihu virus
10280	1	Molluscum contagiosum virus subtype 1	no rank	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus
1028375	1	Staphylococcus phage ISP	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1
10288	1	Choristoneura biennis entomopoxvirus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Betaentomopoxvirus	Choristoneura biennis entomopoxvirus
10291	1	unidentified entomopoxvirus	species	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae		unidentified entomopoxvirus
10295	1	Bovine alphaherpesvirus 2	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2
10298	1	Human alphaherpesvirus 1	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1
1029988	1	Erwinia phage phiEaH2	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Erskinevirus	Erwinia virus EaH2
1030595	1	Eragrostis minor streak virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Eragrostis minor streak virus
10310	1	Human alphaherpesvirus 2	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2
10317	1	Cercopithecine alphaherpesvirus 2	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Cercopithecine alphaherpesvirus 2
1031708	1	Caper latent virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Caper latent virus
10320	1	Bovine alphaherpesvirus 1	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 1
1032362	1	Clostridium phage phiCD38-2	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Leicestervirus	Clostridioides virus phiCD38-2
1032457	1	Passion fruit mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Passion fruit mosaic virus
1032473	1	Aeropyrum pernix spindle-shaped virus 1	species	Viruses						Aeropyrum pernix spindle-shaped virus 1
1032474	1	Aeropyrum pernix ovoid virus 1	species	Viruses				Guttaviridae	Betaguttavirus	Aeropyrum pernix ovoid virus 1
1032478	1	Chenopodium leaf curl virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Chenopodium leaf curl virus
10325	1	Macacine alphaherpesvirus 1	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1
10326	1	Equid alphaherpesvirus 1	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 1
1032891	1	Mycobacterium virus BBPiebs31	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus BBPiebs31
1032892	1	Mycobacterium virus Heldan	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Heldan
1032893	1	Mycobacterium virus Optimus	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Omegavirus	Mycobacterium virus Optimus
1032895	1	Mycobacterium phage Timshel	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Timshel
10331	1	Equid alphaherpesvirus 4	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 4
10334	1	Felid alphaherpesvirus 1	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Felid alphaherpesvirus 1
10335	1	Human alphaherpesvirus 3	species	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Human alphaherpesvirus 3
1033976	1	Bean necrotic mosaic virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Tospoviridae	Orthotospovirus	Bean necrotic mosaic orthotospovirus
1033977	1	Flavobacterium phage FCV-1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Ficleduovirus	Flavobacterium virus FCV1
1034096	1	Fig badnavirus 1	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Fig badnavirus 1
1034099	1	Mycobacterium virus Baka	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Omegavirus	Mycobacterium virus Baka
1034100	1	Mycobacterium virus Bask21	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Kostyavirus	Mycobacterium virus Bask21
1034101	1	Mycobacterium virus Dlane	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Dlane
1034103	1	Mycobacterium virus Hammer	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Hammer
