taxid	count	name	rank	superkindom	phylum	class	order	family	genus	species
12222	1	Soybean mosaic virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Soybean mosaic virus
12223	1	Soybean mosaic virus N	no rank	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Soybean mosaic virus
1222338	1	Enterobacteria phage GEC-3S	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Krischvirus	Escherichia virus GEC3S
12224	1	Sugarcane mosaic virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Sugarcane mosaic virus
12227	1	Tobacco etch virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Tobacco etch virus
12228	1	Tobacco vein mottling virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Tobacco vein mottling virus
122280	1	Potato virus Y strain NTN	no rank	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potato virus Y
12229	1	Tulip breaking virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Tulip breaking virus
12230	1	Turnip mosaic virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Turnip mosaic virus
12232	1	Zucchini yellow mosaic virus	species	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Zucchini yellow mosaic virus
1223259	1	Pseudomonas phage JBD24	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas phage JBD24
1223260	1	Pseudomonas phage JBD30	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas phage JBD30
1223261	1	Pseudomonas phage JBD5	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas phage JBD5
1223262	1	Pseudomonas phage JBD88a	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas phage JBD88a
1223302	1	Bluegill picornavirus	no rank	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Limnipivirus	Limnipivirus A
12235	1	Cucumber green mottle mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
1223561	1	CAS virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Reptarenavirus	California reptarenavirus
1223562	1	Golden Gate virus	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Reptarenavirus	Golden reptarenavirus
12238	1	Odontoglossum ringspot virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Odontoglossum ringspot virus
12239	1	Pepper mild mottle virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Pepper mild mottle virus
12240	1	Sunn-hemp mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Sunn-hemp mosaic virus
12241	1	Tobacco mild green mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
12242	1	Tobacco mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobacco mosaic virus
1224510	1	Nepavirus	species	Viruses						Nepavirus
1224515	1	Picalivirus A	species	Viruses						Picalivirus A
1224522	1	Kobuvirus sewage Kathmandu	no rank	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A
12253	1	Tomato mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tomato mosaic virus
1225644	1	Bhendi yellow vein mosaic virus-associated alphasatellite	species	Viruses				Alphasatellitidae		Bhendi yellow vein mosaic virus-associated alphasatellite
1225789	1	Enterobacteria phage SfI	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae		Enterobacteria phage SfI
1225790	1	Pseudomonas phage MPK7	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus MPK7
1225791	1	Pseudomonas phage JD18	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Beetrevirus	Pseudomonas virus JD18
1225792	1	Pseudomonas phage JBD25	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Pseudomonas phage JBD25
1225793	1	Pseudomonas phage JBD67	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Beetrevirus	Pseudomonas virus JBD67
1225795	1	Lactobacillus phage ATCC 8014-B2	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Douglaswolinvirus	Lactobacillus virus B2
1225800	1	Listeria phage P70	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Homburgvirus	Listeria virus P70
1225805	1	Streptococcus phage LYGO9	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Streptococcus phage LYGO9
1225806	1	Streptococcus phage JX01	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Streptococcus phage JX01
1225861	1	Mycobacterium virus Dorothy	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Dorothy
1225862	1	Mycobacterium virus Rebeuca	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Rebeuca
12259	1	Andean potato mottle virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Andean potato mottle virus
12260	1	Bean pod mottle virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Bean pod mottle virus
12261	1	Cowpea severe mosaic virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Cowpea severe mosaic virus
12262	1	Red clover mottle virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Red clover mottle virus
1226252	1	Stx2-converting phage Stx2a_F403	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Escherichia virus Min27
1226253	1	Stx2-converting phage Stx2a_F349	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pankowvirus	Stx2-converting phage Stx2a_F349
1226254	1	Stx2-converting phage Stx2a_F422	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Escherichia virus 933W
1226255	1	Stx2-converting phage Stx2a_F451	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Escherichia virus F451
1226256	1	Stx2-converting phage Stx2a_F723	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Stx2-converting phage Stx2a_F723
1226257	1	Stx2-converting phage Stx2a_F765	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Oslovirus	Stx2-converting phage Stx2a_F765
1226258	1	Stx2-converting phage Stx2a_WGPS9	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Escherichia virus WGPS9
1226259	1	Stx2-converting phage Stx2a_1447	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Sawaravirus	Stx2-converting phage Stx2a_1447
1226260	1	Stx2-converting phage Stx2a_WGPS2	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Sawaravirus	Escherichia virus WGPS2
1226261	1	Stx2-converting phage Stx2a_WGPS4	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pankowvirus	Stx2-converting phage Stx2a_WGPS4
1226262	1	Stx2-converting phage Stx2a_WGPS6	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pankowvirus	Escherichia virus WGPS6
1226263	1	Stx2-converting phage Stx2a_WGPS8	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pankowvirus	Escherichia virus WGPS8
12263	1	Squash mosaic virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Squash mosaic virus
12264	1	Cowpea mosaic virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Cowpea mosaic virus
12267	1	Red clover necrotic mosaic virus	species	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Dianthovirus	Red clover necrotic mosaic virus
1226723	1	Canis familiaris papillomavirus 13	serotype	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Taupapillomavirus	Taupapillomavirus 2
12268	1	Carnation ringspot virus	species	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Dianthovirus	Carnation ringspot virus
12271	1	Arabis mosaic virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Arabis mosaic virus
12273	1	Grapevine chrome mosaic virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Grapevine chrome mosaic virus
1227354	1	Bean chlorosis virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Bean chlorosis virus
1227356	1	Dalechampia chlorotic mosaic virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Dalechampia chlorotic mosaic virus
1227357	1	Datura leaf distortion virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Datura leaf distortion virus
12274	1	Grapevine fanleaf virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Grapevine fanleaf virus
12275	1	Tomato black ring virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Tomato black ring virus
1227557	1	Mulberry badnavirus 1	species	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Mulberry badnavirus 1
12280	1	Tomato ringspot virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Tomato ringspot virus
1228012	1	Spodoptera exigua iflavirus 2	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 2
12282	1	Tobacco ringspot virus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Tobacco ringspot virus
12285	1	Black beetle virus	species	Viruses	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	Alphanodavirus	Black beetle virus
12286	1	Boolarra virus	species	Viruses	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	Alphanodavirus	Boolarra virus
1229186	1	Malakal virus	species	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Ephemerovirus	Malakal virus
1229324	1	Baminivirus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae		Baminivirus
12294	1	Pea early-browning virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobravirus	Pea early-browning virus
12295	1	Tobacco rattle virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobravirus	Tobacco rattle virus
1229675	1	Pseudomonas phage vB_PaeP_C1-14_Or	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas phage vB_PaeP_C1-14_Or
1229751	1	Lactococcus phage BM13	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Vedamuthuvirus	Lactococcus virus BM13
1229752	1	Campylobacter phage CP30A	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Fletchervirus	Campylobacter virus CP30A
1229753	1	Escherichia phage phAPEC8	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Phapecoctavirus	Escherichia virus phAPEC8
1229754	1	Vibrio phage vB_VpaM_MAR	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Vhmlvirus	Vibrio virus MAR
1229755	1	Vibrio phage vB_VpaS_MAR10	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Mardecavirus	Vibrio virus MAR10
1229757	1	Escherichia phage EC6	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Felixounavirus	Escherichia virus EC6
1229760	1	Acinetobacter phage phiAC-1	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae		Acinetobacter phage phiAC-1
1229782	1	Propionibacterium phage P9.1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P91
1229784	1	Propionibacterium phage P14	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P144
1229786	1	Propionibacterium phage P101A	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P101A
1229787	1	Propionibacterium phage P104A	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P104A
1229788	1	Propionibacterium phage P105	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P105
1229789	1	Propionibacterium phage P100D	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P100D
1229790	1	Propionibacterium phage P100_A	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P100A
1229791	1	Propionibacterium phage P100_1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P1001
1229792	1	Propionibacterium phage P1.1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P1.1
1229793	1	Propionibacterium phage ATCC29399B_T	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus ATCC29399BT
1229794	1	Propionibacterium phage ATCC29399B_C	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus ATCC29399BC
12301	1	Broad bean mottle virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Bromovirus	Broad bean mottle virus
12302	1	Brome mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Bromovirus	Brome mosaic virus
1230200	1	Influenza A virus (A/England/05000088/2010(H1N1))	no rank	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus
1230253	1	Herbert virus strain F23/CI/2004	no rank	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	Herbevirus	Herbert herbevirus
12303	1	Cowpea chlorotic mottle virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Bromovirus	Cowpea chlorotic mottle virus
1230469	1	Nitratiruptor phage NrS-1	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Nitratiruptor phage NrS-1
1231048	1	Pseudomonas phage vB_PaeM_C2-10_Ab1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pakpunavirus	Pseudomonas virus CAb1
1231298	1	Cassava mosaic Madagascar alphasatellite	species	Viruses				Alphasatellitidae	Colecusatellite	Cassava mosaic Madagascar alphasatellite
12313	1	Peanut stunt virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Cucumovirus	Peanut stunt virus
1231334	1	Tomato leaf curl Hajipur betasatellite	species	Viruses				Tolecusatellitidae	Betasatellite	Tomato leaf curl Hajipur betasatellite
12315	1	Tomato aspermy virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Cucumovirus	Tomato aspermy virus
12317	1	Tobacco streak virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Tobacco streak virus
12319	1	Apple mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Apple mosaic virus
1231903	1	Eilat virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Eilat virus
12321	1	Alfalfa mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Alfamovirus	Alfalfa mosaic virus
12327	1	Barley stripe mosaic virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Barley stripe mosaic virus
12328	1	Poa semilatent virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Poa semilatent virus
12330	1	Maize stripe tenuivirus	species	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Tenuivirus	Maize stripe tenuivirus
12331	1	Rice stripe tenuivirus	species	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Tenuivirus	Rice stripe tenuivirus
1233383	1	Human cosavirus	species	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Human cosavirus
1233488	1	Vibrio phage VPMS1	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Kafunavirus	Vibrio phage VPMS1
12336	1	Clostridium phage c-st	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Clostridium phage c-st
1233675	1	Honeysuckle yellow vein Kagoshima virus	species	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Honeysuckle yellow vein Kagoshima virus
1234171	1	Sauropus leaf curl disease associated DNA beta	species	Viruses				Tolecusatellitidae	Betasatellite	Sauropus leaf curl disease associated DNA beta
1234701	1	Pseudomonas phage vB_PaeP_p2-10_Or1	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas phage vB_PaeP_p2-10_Or1
12348	1	Lactobacillus phage LL-H	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Lactobacillus phage LL-H
1234872	1	Dragonfly circularisvirus	species	Viruses						Dragonfly circularisvirus
1234878	1	Dragonfly cyclicusvirus	species	Viruses						Dragonfly cyclicusvirus
1234880	1	Dragonfly associated cyclovirus 2	species	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 2
1234881	1	Dragonfly associated cyclovirus 3	species	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 3
1234883	1	Dragonfly associated cyclovirus 5	species	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 5
1234884	1	Dragonfly-associated circular virus 3	no rank	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemyduguivirus	Gemyduguivirus draga1
1234886	1	Dragonfly-associated circular virus 2	no rank	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus draga1
1234887	1	Dragonfly associated gemykibivirus 1	no rank	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykibivirus	Gemykibivirus draga1
1234888	1	Dragonfly-associated microphage 1	species	Viruses						Dragonfly-associated microphage 1
12353	1	Escherichia phage RB69	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Mosigvirus	Escherichia virus RB69
1235314	1	Megavirus lba	no rank	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Megavirus chiliensis
1235427	1	Equus caballus papillomavirus 6	serotype	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyorhopapillomavirus	Dyorhopapillomavirus 1
1235428	1	Equus caballus papillomavirus 4	serotype	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoiotapapillomavirus	Dyoiotapapillomavirus 2
1235429	1	Equus caballus papillomavirus 5	serotype	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoiotapapillomavirus	Dyoiotapapillomavirus 2
1235430	1	Equus caballus papillomavirus 7	serotype	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyorhopapillomavirus	Dyorhopapillomavirus 1
1235559	1	Providencia phage Redjac	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Providencia phage Redjac
1235640	1	Enterobacteria phage M	no rank	Viruses	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae	Empivirus	Empivirus allolyticum
1235645	1	Propionibacterium phage PHL010M04	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL010M04
1235646	1	Propionibacterium phage PHL037M02	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL037M02
1235647	1	Propionibacterium phage PHL060L00	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL060L00
1235648	1	Propionibacterium phage PHL066M04	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL066M04
1235649	1	Propionibacterium phage PHL067M10	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL067M10
1235650	1	Propionibacterium phage PHL071N05	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL071N05
1235651	1	Propionibacterium phage PHL073M02	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL073M02
1235652	1	Propionibacterium phage PHL085M01	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL085M01
1235653	1	Propionibacterium phage PHL111M01	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL111M01
1235654	1	Propionibacterium phage PHL112N00	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL112N00
1235655	1	Propionibacterium phage PHL113M01	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL113M01
1235656	1	Propionibacterium phage PHL114L00	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus PHL114L00
1235657	1	Propionibacterium phage PHL115M02	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL115M02
1235659	1	Staphylococcus phage vB_SauM_Remus	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Silviavirus	Staphylococcus virus Remus
1235660	1	Staphylococcus phage vB_SauM_Romulus	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Silviavirus	Staphylococcus virus Remus
1235661	1	Pseudomonas phage UFV-P2	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Vicosavirus	Pseudomonas virus UFVP2
1235689	1	Pseudomonas phage AF	species	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae		Pseudomonas phage AF
1235690	1	Mycobacterium phage Alex	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1
1235691	1	Mycobacterium phage Gyarad	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Soto
1235692	1	Mycobacterium phage Nacho	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Suffolk
1235693	1	Mycobacterium phage Piglet	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1
1235694	1	Mycobacterium phage Serpentine	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1
1235712	1	Burkholderia phage phiX216	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tigrvirus	Burkholderia virus phi52237
1235824	1	Acinetobacter phage Abp1	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Friunavirus	Acinetobacter virus Abp1
1235996	1	Human betacoronavirus 2c EMC/2012	no rank	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Middle East respiratory syndrome-related coronavirus
1236000	1	Klebsiella phage JD001	no rank	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Jedunavirus	Klebsiella virus JD001
1236047	1	Culex originated Tymoviridae-like virus	species	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Maculavirus	Culex originated Tymoviridae-like virus
123630	1	Macaca nemestrina rhadinovirus 2	no rank	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 12
1236391	1	Ateles paniscus polyomavirus 1	species	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Ateles paniscus polyomavirus 1
1236392	1	Cebus albifrons polyomavirus 1	species	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Cebus albifrons polyomavirus 1
1236395	1	Cercopithecus erythrotis polyomavirus 1	species	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Cercopithecus erythrotis polyomavirus 1
1236398	1	Macaca fascicularis polyomavirus 1	species	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Macaca fascicularis polyomavirus 1
1236400	1	Pan troglodytes troglodytes polyomavirus 1	species	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae		Pan troglodytes troglodytes polyomavirus 1
1236406	1	Piliocolobus badius polyomavirus 2	no rank	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Piliocolobus badius polyomavirus 1
1236407	1	Piliocolobus rufomitratus polyomavirus 1	species	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Piliocolobus rufomitratus polyomavirus 1
